Id,Category
HW00006775,1
HW00004641,8
HW00005276,1
HW00007322,4
HW00007189,7
HW00006882,4
HW00001566,3
HW00003282,0
HW00006902,0
HW00006556,7
HW00001878,2
HW00005498,3
HW00002381,7
HW00007798,0
HW00006106,7
HW00004085,1
HW00004818,0
HW00003483,7
HW00004166,7
HW00005553,4
HW00007419,4
HW00001368,0
HW00004762,3
HW00004226,3
HW00001691,7
HW00005043,9
HW00004707,0
HW00003036,0
HW00004275,1
HW00004914,6
HW00006227,4
HW00006420,0
HW00006721,4
HW00003070,4
HW00007932,0
HW00007714,0
HW00000104,9
HW00002088,3
HW00006218,6
HW00002949,9
HW00004082,6
HW00002787,3
HW00000475,6
HW00002243,4
HW00004741,0
HW00006154,0
HW00000686,6
HW00003011,1
HW00005708,5
HW00004979,0
HW00007006,7
HW00002235,2
HW00001102,8
HW00007379,7
HW00002079,4
HW00004932,6
HW00004063,7
HW00005447,3
HW00000706,6
HW00002676,2
HW00000764,7
HW00006092,2
HW00006862,0
HW00005974,7
HW00002289,6
HW00003615,7
HW00002182,4
HW00006867,5
HW00004836,5
HW00002408,4
HW00003703,1
HW00007147,6
HW00003266,0
HW00006905,6
HW00000606,7
HW00003053,0
HW00005076,8
HW00004679,8
HW00002523,4
HW00000949,8
HW00006048,2
HW00000781,7
HW00006193,7
HW00004713,5
HW00004985,2
HW00006909,1
HW00007445,3
HW00003964,6
HW00001131,9
HW00006148,1
HW00007496,0
HW00005555,8
HW00005535,9
HW00001356,6
HW00005539,7
HW00000292,2
HW00001057,6
HW00005569,0
HW00005297,4
HW00003559,6
HW00004278,4
HW00007244,9
HW00003188,7
HW00004338,4
HW00000934,1
HW00005163,2
HW00007309,6
HW00006431,6
HW00005347,2
HW00005788,3
HW00006946,5
HW00005449,6
HW00007640,2
HW00001978,6
HW00003694,1
HW00004507,4
HW00004352,1
HW00004056,0
HW00003990,7
HW00003357,7
HW00006415,7
HW00001805,7
HW00001472,8
HW00006375,6
HW00003908,6
HW00000017,4
HW00007213,4
HW00003143,4
HW00002931,8
HW00003735,6
HW00005944,6
HW00006158,2
HW00003370,6
HW00004266,3
HW00006361,2
HW00002758,4
HW00005919,7
HW00002500,2
HW00007848,7
HW00007802,6
HW00004016,0
HW00007509,4
HW00005940,0
HW00004031,0
HW00005428,2
HW00007515,6
HW00004749,3
HW00006896,1
HW00006516,1
HW00003313,0
HW00005262,8
HW00007503,3
HW00000477,0
HW00006303,3
HW00001509,7
HW00001197,1
HW00005609,0
HW00005059,4
HW00001418,7
HW00006763,6
HW00007015,7
HW00007399,6
HW00003279,3
HW00003647,6
HW00005563,9
HW00007494,1
HW00003116,2
HW00005857,1
HW00006860,7
HW00007486,6
HW00007298,3
HW00003160,2
HW00005338,7
HW00007311,3
HW00001004,7
HW00000615,5
HW00001465,1
HW00006043,2
HW00000530,3
HW00002542,9
HW00002934,8
HW00004575,4
HW00004724,9
HW00003196,4
HW00002660,3
HW00007662,1
HW00007743,6
HW00006454,2
HW00003445,0
HW00003138,9
HW00005510,3
HW00003358,7
HW00003240,6
HW00006403,4
HW00005777,2
HW00001115,0
HW00001977,4
HW00005749,6
HW00004992,2
HW00002288,2
HW00006133,6
HW00003452,1
HW00001939,3
HW00001049,6
HW00002092,9
HW00000894,6
HW00006159,3
HW00004320,0
HW00005941,6
HW00004771,1
HW00005108,1
HW00003548,5
HW00001531,0
HW00003217,6
HW00003438,6
HW00006310,1
HW00001641,1
HW00000823,6
HW00002142,8
HW00002124,6
HW00003222,7
HW00000478,1
HW00002957,3
HW00003565,1
HW00003366,2
HW00006957,0
HW00001083,8
HW00001184,8
HW00004465,8
HW00001302,1
HW00002346,6
HW00005630,4
HW00005582,3
HW00005140,9
HW00007057,6
HW00005415,6
HW00007029,9
HW00004677,6
HW00000493,9
HW00001640,1
HW00001846,1
HW00001268,9
HW00007625,6
HW00004146,0
HW00000725,2
HW00002043,4
HW00006447,1
HW00000417,1
HW00007159,2
HW00000117,7
HW00001538,7
HW00001642,1
HW00000733,6
HW00000299,9
HW00005832,1
HW00001742,6
HW00001633,2
HW00006762,1
HW00006880,9
HW00006562,7
HW00000675,7
HW00001383,0
HW00001276,6
HW00007757,7
HW00001315,9
HW00003390,9
HW00007770,4
HW00001959,3
HW00006436,9
HW00003586,7
HW00000046,1
HW00003351,1
HW00006838,6
HW00006042,3
HW00001768,4
HW00003355,5
HW00006975,4
HW00005845,6
HW00004807,4
HW00005069,2
HW00003727,0
HW00004115,1
HW00006026,0
HW00007634,2
HW00002513,5
HW00004032,4
HW00007082,9
HW00000982,9
HW00005573,1
HW00001056,8
HW00000524,2
HW00003051,1
HW00005452,5
HW00005055,0
HW00003016,0
HW00003814,6
HW00002603,7
HW00007458,4
HW00003319,1
HW00001026,8
HW00003376,8
HW00007194,5
HW00003264,7
HW00005432,4
HW00005116,7
HW00006391,4
HW00003176,7
HW00005494,7
HW00000653,6
HW00005812,4
HW00003890,8
HW00003151,1
HW00005458,3
HW00005012,1
HW00000032,5
HW00004175,2
HW00007104,4
HW00007872,6
HW00000973,7
HW00003561,0
HW00006319,0
HW00001513,9
HW00000690,6
HW00005475,4
HW00002254,7
HW00003706,0
HW00004860,2
HW00000885,0
HW00000185,9
HW00000732,0
HW00001107,7
HW00006137,2
HW00001174,7
HW00007731,1
HW00000180,6
HW00006708,6
HW00005943,6
HW00000558,4
HW00007906,1
HW00007059,2
HW00006951,1
HW00001471,2
HW00003664,1
HW00007775,7
HW00000190,7
HW00002437,7
HW00003754,9
HW00004355,7
HW00005304,9
HW00002482,7
HW00003851,5
HW00001860,0
HW00000033,2
HW00007850,2
HW00006198,2
HW00007821,2
HW00004742,9
HW00002242,4
HW00000804,6
HW00005455,7
HW00007241,1
HW00004496,8
HW00001162,6
HW00005417,6
HW00005035,6
HW00000295,4
HW00005716,7
HW00006405,2
HW00001351,2
HW00001343,0
HW00006606,1
HW00007422,4
HW00006242,6
HW00005310,2
HW00004255,9
HW00005866,2
HW00006664,7
HW00000918,6
HW00007468,0
HW00002094,4
HW00001381,2
HW00002665,2
HW00001403,4
HW00004735,6
HW00005889,4
HW00000034,4
HW00006541,5
HW00000859,1
HW00005072,5
HW00004446,9
HW00003496,8
HW00000447,9
HW00003401,8
HW00002258,6
HW00002935,6
HW00005588,6
HW00002992,6
HW00007523,1
HW00004889,2
HW00001440,6
HW00006988,6
HW00003704,7
HW00007881,6
HW00004456,2
HW00003747,6
HW00000897,3
HW00006164,8
HW00005082,1
HW00001698,1
HW00005029,0
HW00002847,5
HW00007083,9
HW00005644,8
HW00002953,4
HW00006810,6
HW00006003,3
HW00007631,1
HW00000449,1
HW00003589,4
HW00005517,6
HW00002980,6
HW00002685,1
HW00002853,7
HW00004466,7
HW00007774,4
HW00000739,6
HW00004182,6
HW00006845,6
HW00002923,4
HW00002932,2
HW00000244,1
HW00006889,6
HW00005545,7
HW00004838,9
HW00003772,7
HW00006895,0
HW00000913,9
HW00007920,6
HW00005891,4
HW00003206,9
HW00006594,2
HW00007024,8
HW00007834,8
HW00006054,7
HW00006942,1
HW00006573,7
HW00002483,6
HW00000132,7
HW00006455,4
HW00003119,6
HW00006182,7
HW00002918,6
HW00006816,7
HW00003339,4
HW00002449,7
HW00007180,6
HW00005934,4
HW00000811,2
HW00006135,7
HW00002443,7
HW00003394,2
HW00007401,0
HW00005776,6
HW00000553,4
HW00006326,2
HW00000661,4
HW00005763,7
HW00007171,3
HW00005390,5
HW00004395,1
HW00007439,3
HW00006051,2
HW00001784,6
HW00001069,1
HW00000776,2
HW00003799,7
HW00003038,4
HW00006665,6
HW00002624,5
HW00003731,2
HW00003361,3
HW00000937,7
HW00003308,8
HW00007060,0
HW00006710,4
HW00006872,6
HW00006565,9
HW00002111,1
HW00002465,3
HW00003013,1
HW00004252,6
HW00003294,7
HW00007660,0
HW00004065,1
HW00007301,2
HW00006747,1
HW00006661,0
HW00007227,3
HW00002377,1
HW00000556,0
HW00003278,2
HW00002406,7
HW00000601,1
HW00002515,4
HW00006453,5
HW00004484,3
HW00003891,3
HW00002766,7
HW00006587,0
HW00004744,2
HW00000663,4
HW00005437,4
HW00007510,7
HW00002409,2
HW00001335,7
HW00003063,4
HW00004237,2
HW00006784,2
HW00004756,6
HW00003852,4
HW00004020,1
HW00007768,4
HW00005694,3
HW00003098,2
HW00004769,1
HW00003514,5
HW00003239,2
HW00002021,2
HW00002841,7
HW00005858,6
HW00005897,4
HW00006837,6
